0,屋号,営業所所在地,営業所所在地ビル名,営業者氏名,営業者住所,営業の種類,申請区分,営業所電話番号,初回許可日,営業者電話番号,代表者氏名
2530,ファミリーマート美堀町四丁目店,東京都昭島市美堀町４丁目１番１号,,有限会社島田屋酒店,東京都昭島市玉川町１丁目１番１３号,菓子製造業(パン製造業),新規,042-549-1012,2017/5/1,042-549-7973,島崎　幸雄
2531,中華料理　大陸,東京都昭島市美堀町５丁目１番１２号,,,,飲食店営業(一般飲食店),更新,042-541-7546,2005/8/19,,
2532,(株)すかいらーく昭島ＭＤＣ,東京都昭島市武蔵野２丁目１１番１０号,,株式会社すかいらーくホールディングス,東京都武蔵野市西久保１丁目２５番８号,めん類製造業,新規,042-546-1070,2017/10/2,0422-51-8111,谷　真
2533,(株)すかいらーく昭島ＭＤＣ,東京都昭島市武蔵野２丁目１１番１０号,,株式会社すかいらーくホールディングス,東京都武蔵野市西久保１丁目２５番８号,調味料等製造業,新規,042-546-1070,2017/10/2,0422-51-8111,谷　真
2534,手打そば．うどん．あらい,東京都昭島市武蔵野３丁目１１番２５号,,,,飲食店営業(そば屋),更新,042-544-7401,1983/4/13,,
2535,山一商店,東京都昭島市武蔵野３丁目５番１号,,,,食料品等販売業(包装),更新,042-541-3621,2011/6/30,,
2536,エーム5233,東京都昭島市武蔵野３丁目５番３号,,エームサービス株式会社,東京都港区赤坂二丁目２３番１号,飲食店営業(集団給食),新規,042-549-5675,2017/12/20,03-3502-2136,山村　俊夫
2537,エーム5233,東京都昭島市武蔵野３丁目５番３号,,エームサービス株式会社,東京都港区赤坂二丁目２３番１号,喫茶店営業(店舗),新規,042-549-5675,2017/12/20,03-3502-2136,山村　俊夫
2538,介護老人保健施設　いちいの杜,東京都昭島市武蔵野３丁目５番６３号,,日清医療食品株式会社,東京都千代田区丸の内２丁目７番３号,飲食店営業(集団給食),更新,042-500-0168,2003/3/26,03-3287-3611,安道　光二
2539,有限会社　ユナイテッド立川,東京都昭島市武蔵野３丁目７番９号,和仁ビル１号,有限会社ユナイテッド立川,東京都江戸川区東葛西四丁目17番3号,食肉販売業(包装),更新,042-541-9830,2005/8/9,03-5875-6292,佐藤　浩文
2540,有限会社　ユナイテッド立川,東京都昭島市武蔵野３丁目７番９号,和仁ビル１号,有限会社ユナイテッド立川,東京都江戸川区東葛西四丁目17番3号,魚介類販売業(包装),更新,042-541-9830,2005/8/9,03-5875-6292,佐藤　浩文
2541,有限会社　ユナイテッド立川,東京都昭島市武蔵野３丁目７番９号,和仁ビル１号,有限会社ユナイテッド立川,東京都江戸川区東葛西四丁目17番3号,食料品等販売業(包装),更新,042-541-9830,2005/8/9,03-5875-6292,佐藤　浩文
2542,永ちゃん,東京都昭島市福島町１０１１番地２２,佐藤ビル（大谷）101,,,飲食店営業(一般飲食店),新規,042-546-7004,2017/8/31,,
2543,ヴィヴェール,東京都昭島市福島町１０１４番３４号,岡田ビル１０１,,,飲食店営業(一般飲食店),新規,042-808-7724,2017/5/19,,
2544,利場亭,東京都昭島市福島町１０１４番地１４,,,,飲食店営業(一般飲食店),更新,042-544-0614,2005/10/5,,
2545,セブン-イレブン東中神駅北口店,東京都昭島市福島町１０14番地３４,,,,飲食店営業(一般飲食店),新規,042-545-2287,2017/5/30,,
2546,セブン-イレブン東中神駅北口店,東京都昭島市福島町１０14番地３４,,,,乳類販売業(ショーケース売り),新規,042-545-2287,2017/5/30,,
2547,セブン-イレブン東中神駅北口店,東京都昭島市福島町１０14番地３４,,,,食肉販売業(包装),新規,042-545-2287,2017/5/30,,
2548,セブン-イレブン東中神駅北口店,東京都昭島市福島町１０14番地３４,,,,魚介類販売業(包装),新規,042-545-2287,2017/5/30,,
2549,セブン-イレブン東中神駅北口店,東京都昭島市福島町１０14番地３４,,,,食料品等販売業(店舗),新規,042-545-2287,2017/5/30,,
2550,有限会社　三協食品,東京都昭島市福島町２丁目２６番５号,,有限会社　三協食品,東京都昭島市福島町２丁目２６番５号,調味料等製造業,更新,042-543-2981,1999/4/8,042-543-2981,沼田  吉男
2551,Sugary,東京都昭島市緑町１丁目１６番５号,,,,菓子製造業(その他の菓子製造業),新規,,2017/6/30,,
2552,ファミリーマート　昭島緑町店,東京都昭島市緑町２丁目１番１７号,,,,菓子製造業(その他の菓子製造業),新規,042-500-0790,2017/5/10,,
2553,三高飯店,東京都昭島市緑町３丁目２３番１１号,,,,飲食店営業(一般飲食店),更新,042-546-6765,1994/4/1,,
2554,神林商店,東京都昭島市緑町４丁目１８番１３号,第一コマキ荘店舗　１０１,,,食肉販売業(包装),更新,042-546-0211,2011/7/20,,
2555,神林商店,東京都昭島市緑町４丁目１８番１３号,第一コマキ荘店舗　１０１,,,魚介類販売業(包装),更新,042-546-0211,2011/7/20,,
2556,神林商店,東京都昭島市緑町４丁目１８番１３号,第一コマキ荘店舗　１０１,,,食料品等販売業(包装),更新,042-546-0211,2011/7/20,,
2557,中華料理　宝徳軒,東京都昭島市緑町４丁目２２番２４号,,,,飲食店営業(一般飲食店),更新,042-543-5304,2011/8/29,,
2558,新島みや藤,東京都新島村字四十七人３０８番,,,,魚介類加工業,更新,04992-5-0053,1995/4/19,,
2559,丸五商店,東京都新島村字四十七人３０８番,,,,魚介類加工業,更新,04992-5-0139,1999/5/1,,
2560,池太商店,東京都新島村字四十七人３０８番,,,,魚介類加工業,更新,04992-5-0118,1995/4/19,,
2561,菊孫商店,東京都新島村字四十七人３０８番地,,,,魚介類加工業,更新,,2011/5/25,,
2562,新島空港売店,東京都新島村字川原,,有限会社　新島燃料店,東京都新島村本村６丁目２番１３号,食料品等販売業(包装),更新,04992-5-0842,1987/7/7,04992-5-0161,前田　乕雄
2563,新島空港売店（喫茶）,東京都新島村字川原,,有限会社　新島燃料店,東京都新島村本村６丁目２番１３号,飲食店営業(一般飲食店),更新,04992-5-0842,1987/7/7,04992-5-0161,前田　乕雄
2564,五洋建設㈱新島工事事務所,東京都新島村字川原３４７番１－２,,マルワ食品株式会社,埼玉県三郷市中央２丁目１７番地６,飲食店営業(集団給食),新規,04992-5-2045,2017/5/15,048-954-8188,宮尾進
2565,ペンション。シーフラワー青峰,東京都新島村字川原４０１番２,,,,飲食店営業(旅館・ホテル),更新,04992-5-1714,2000/9/6,,
2566,源兵衛,東京都新島村式根島１９番地１,,,,飲食店営業(旅館・ホテル),新規,04992-7-0071,2017/3/14,,
2567,na2iro,東京都新島村式根島２２番地２,,,,菓子製造業(生菓子製造業),新規,04992-7-0303,2017/3/2,,
2568,有限会社　おくやま,東京都新島村式根島２８１番地１,,有限会社　おくやま,東京都新島村式根島２８１番地１,そうざい製造業,新規,04992-7-0211,2017/6/27,04992-7-0211,奥山　敏仁
2569,レストラン大師,東京都新島村式根島２８２番地２,,,,飲食店営業(一般飲食店),更新,04992-7-0002,1995/4/20,,
2570,島ｃａｆｅ ９６３,東京都新島村式根島３４４番地５,,株式会社９６３,東京都新島村式根島３４４番地５,飲食店営業(一般飲食店),新規,04992-7-0961,2017/6/30,04992-7-0961,黒川　裕士
2571,前仙商店,東京都新島村若郷４番地５,,,,飲食店営業(そうざい店),更新,04992-5-0721,1979/5/8,,
2572,前仙商店,東京都新島村若郷４番地５,,,,乳類販売業(ショーケース売り),更新,04992-5-0721,1979/5/8,,
2573,前仙商店,東京都新島村若郷４番地５,,,,食肉販売業(一般),更新,04992-5-0721,1979/5/8,,
2574,前仙商店,東京都新島村若郷４番地５,,,,魚介類販売業(一般),更新,04992-5-0721,1979/5/8,,
2575,前仙商店,東京都新島村若郷４番地５,,,,食料品等販売業(店舗),更新,04992-5-0721,1979/5/8,,
2576,kohola（コホラ）,東京都新島村本村１丁目１番５号,,,,菓子製造業(パン製造業),更新,04992-5-0016,2011/9/13,,
2577,新島村社会福祉協議会,東京都新島村本村１丁目８番２号,,社会福祉法人新島村社会福祉協議会,東京都新島村本村１丁目８番２号新島村老人福祉センター内,菓子製造業(生菓子製造業),新規,04992-5-1239,2017/1/25,04992-5-1239,市川　英俊
2578,新島村社会福祉協議会,東京都新島村本村１丁目８番２号,,社会福祉法人新島村社会福祉協議会,東京都新島村本村１丁目８番２号新島村老人福祉センター内,そうざい製造業,新規,04992-5-1239,2017/1/26,04992-5-1239,市川　英俊
2579,新島村社会福祉協議会,東京都新島村本村１丁目８番２号,,社会福祉法人新島村社会福祉協議会,東京都新島村本村１丁目８番２号新島村老人福祉センター内,魚介類加工業,新規,04992-5-1239,2017/1/26,04992-5-1239,市川　英俊
2580,ナバーナ,東京都新島村本村１丁目９番４号,,,,そうざい製造業,更新,04992-5-1232,2005/1/11,,
2581,菊孫商店,東京都新島村本村３丁目１番２号,,,,魚肉ねり製品製造業,更新,04992-5-0052,2011/5/25,,
2582,菊孫商店,東京都新島村本村３丁目１番２号,,,,そうざい製造業,更新,04992-5-0052,2011/5/25,,
2583,池村製菓,東京都新島村本村４丁目３番８号,,,,菓子製造業(その他の菓子製造業),更新,04992-5-0918,2011/3/7,,
2584,新島ストアー,東京都新島村本村５丁目７番１２号,,八丈万有　株式会社,東京都八丈島八丈町三根２３３番地３,飲食店営業(そうざい店),更新,04992-5-1068,1991/6/5,04996-2-0410,岡野　晴生
2585,新島ストアー,東京都新島村本村５丁目７番１２号,,八丈万有　株式会社,東京都八丈島八丈町三根２３３番地３,乳類販売業(ショーケース売り),更新,04992-5-1068,1991/6/5,04996-2-0410,岡野　晴生
2586,新島ストアー,東京都新島村本村５丁目７番１２号,,八丈万有　株式会社,東京都八丈島八丈町三根２３３番地３,食肉販売業(一般),更新,04992-5-1068,1991/6/5,04996-2-0410,岡野　晴生
2587,新島ストアー,東京都新島村本村５丁目７番１２号,,八丈万有　株式会社,東京都八丈島八丈町三根２３３番地３,魚介類販売業(一般),更新,04992-5-1068,1991/6/5,04996-2-0410,岡野　晴生
2588,新島ストアー,東京都新島村本村５丁目７番１２号,,八丈万有　株式会社,東京都八丈島八丈町三根２３３番地３,食料品等販売業(店舗),更新,04992-5-1068,1991/6/5,04996-2-0410,岡野　晴生
2589,NABLA Cafe,東京都新島村本村６丁目３番１号,,株式会社テーム,東京都新島村本村２丁目７番９号,飲食店営業(一般飲食店),新規,04992-5-0376,2017/3/3,,梅田　和正
2590,鳥てつ,東京都新島村本村６丁目９番１号,,,,飲食店営業(一般飲食店),更新,,2000/4/21,,
2591,まると,東京都新島村本村６丁目９番２号,,,,飲食店営業(一般飲食店),新規,,2017/12/28,,
2592,Cafe＆Bar　ファミリア,東京都神津島村１００５番地,,合同会社FamiliA,東京都神津島村１００５,飲食店営業(一般飲食店),新規,04992-7-5981,2017/7/11,04992-7-5981,田中　健太郎
2593,橋本屋,東京都神津島村１２２番地,,,,飲食店営業(旅館・ホテル),新規,04992-8-0018,2017/7/20,,
2594,橋本屋,東京都神津島村１２２番地,,,,乳類販売業(ショーケース売り),新規,04992-8-0018,2017/7/20,,
2595,Hyuga brewery,東京都神津島村１４２番地２,,トウショ酒販株式会社,東京都神津島村１３９番地２,飲食店営業(一般飲食店),新規,04992-8-0072,2017/2/17,04992-8-0072,宮川　文子
2596,日向麦酒,東京都神津島村１４２番地２,,トウショ酒販株式会社,東京都神津島村１３９番地２,酒類製造業,新規,04992-8-0072,2017/5/11,04992-8-0072,宮川　文子
2597,スーパーまるはん,東京都神津島村１４４５番地,,,,飲食店営業(弁当屋),更新,04992-8-0043,2011/1/21,,
2598,磯屋,東京都神津島村１４８番地,,,,飲食店営業(旅館・ホテル),更新,04992-8-0864,2005/3/22,,
2599,ホテル神津館,東京都神津島村１５９３番地,,株式会社　ホテル神津館,東京都神津島村１５９３番地,飲食店営業(旅館・ホテル),更新,04992-8-1321,1988/8/26,04992-8-1321,鈴木　寿哉
2600,五洋建設㈱神津島工事事務所,東京都神津島村１６９６番地,,マルワ食品株式会社,埼玉県三郷市中央二丁目１７番地６,飲食店営業(集団給食),新規,04992-8-1129,2017/5/16,048-954-8188,宮尾　進
2601,山下旅館別館,東京都神津島村２番地,,株式会社　山下旅館,東京都神津島村２番地,飲食店営業(旅館・ホテル),更新,04992-8-0131,1971/12/23,,山下　幸安
2602,東京電力株式会社　神津島独身寮,東京都神津島村３２０番地,,株式会社　萬惣食品,東京都品川区北品川一丁目10番9号,飲食店営業(集団給食),更新,,2011/7/11,03-3474-1020,海老沢　武夫
2603,地域産物販売提供施設,東京都神津島村３７番地２,,神津島村,東京都神津島村９０４番地,魚介類販売業(一般),新規,04992-8-0011,2017/3/27,,前田　弘
